"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Paula J.","5.0 颗星，最多 5 颗星","A MUST READ FOR ALL AMERICANS","2022年6月22日 在美国审核","已确认购买","This book exposes so much of what's going on between many of our politicians and China. It isn't just an opinion book, it gives facts, names, and dates. It explains the vast wealth that many politicians have accumulated while in office. We have a bunch of political figures and wealthy businessmen who have sold us out. This book exposes several of them.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO8%252BMVT07ij%252BFWkO2wOX5LfAIq%252FljmIo2NCnrU3dpo2oAAAAAGQvyrgAAAAB%26reviewId%3DRZTI1FN86EE5J&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO8%2BMVT07ij%2BFWkO2wOX5LfAIq%2FljmIo2NCnrU3dpo2oAAAAAGQvyrgAAAAB&reviewId=RZTI1FN86EE5J","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Constantine2001","5.0 颗星，最多 5 颗星","Must read","2022年7月30日 在美国审核","已确认购买","This is one of a growing number of books outlining how American citizens, members of the so-called ""elite,"" are selling out our country to a malevolent force. Well-written and supported by facts. I highly recommend this for anyone who's not sure what's going on at the top echelons of power.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCTlcksIvTIMAiBSsq05gcccOqyO3Naa%252Fhj23UdZ4EFhAAAAAGQvyrgAAAAB%26reviewId%3DRTKXQZTE1VH9N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCTlcksIvTIMAiBSsq05gcccOqyO3Naa%2Fhj23UdZ4EFhAAAAAGQvyrgAAAAB&reviewId=RTKXQZTE1VH9N","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Sue","5.0 颗星，最多 5 颗星","terrific","2022年12月30日 在美国审核","已确认购买","great book","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAisAfyWBo5R5exJexAD6o%252FHhHhWwREBzEpJNShh5vLiAAAAAGQvyrgAAAAB%26reviewId%3DRAVVIY05PECJ3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAisAfyWBo5R5exJexAD6o%2FHhHhWwREBzEpJNShh5vLiAAAAAGQvyrgAAAAB&reviewId=RAVVIY05PECJ3","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"L. Krug","5.0 颗星，最多 5 颗星","Secret Empires (cont)","2022年4月28日 在美国审核","已确认购买","Peter Schweizer is the worst nightmare for today's politicians. When you have a writer who writes a book on serious charges by certain politicians and those charges become true to the public, even after a year later after their publication, you have a serious writer who wants what's best for his country. We've got a serious problem going on in this country and Schweizer has helped bring it to the forefront! Pay attention America!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhB7FlXWrsmNYhYCn%252FS6tg%252FaforUdhvcRWc4TtghJcGk4AAAAAGQvyrgAAAAB%26reviewId%3DR1UEW5YO681WE4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB7FlXWrsmNYhYCn%2FS6tg%2FaforUdhvcRWc4TtghJcGk4AAAAAGQvyrgAAAAB&reviewId=R1UEW5YO681WE4","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"scott miller","5.0 颗星，最多 5 颗星","50 STAR RATING sad but true","2022年2月22日 在美国审核","已确认购买","50 STAR RATING because it tells the truth about the corruption in our government (primarily) Federal.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDWaFUdydEyT%252FcgI0LRxMrscZJ3XQeQS616T%252FaCngReGAAAAAGQvyrgAAAAB%26reviewId%3DR2EMG0TXHM8PVX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDWaFUdydEyT%2FcgI0LRxMrscZJ3XQeQS616T%2FaCngReGAAAAAGQvyrgAAAAB&reviewId=R2EMG0TXHM8PVX","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Nicholas Y. Sotiriou","5.0 颗星，最多 5 颗星","Who is in charge of this country.","2022年2月5日 在美国审核","已确认购买","The truth has come out on who is running this country...An it's not Traitor Joe but the CCP. Let's go Brandon.","10 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKnBgYMHUgFwAZGqsjtkwewKRVCG4tblNt5LhWNIV6y9AAAAAGQvyrgAAAAB%26reviewId%3DR226FIJ54Q8ZRC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKnBgYMHUgFwAZGqsjtkwewKRVCG4tblNt5LhWNIV6y9AAAAAGQvyrgAAAAB&reviewId=R226FIJ54Q8ZRC","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Chris","5.0 颗星，最多 5 颗星","Book","2022年12月3日 在美国审核","已确认购买","We bought one for each of our 5 children. Information important for their life choices.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCcODi36%252B7hcYUo3DbP3mhEcK85hkuWWyJwdWBcvDsmHAAAAAGQvyroAAAAB%26reviewId%3DR1KDVG31XUB655&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCcODi36%2B7hcYUo3DbP3mhEcK85hkuWWyJwdWBcvDsmHAAAAAGQvyroAAAAB&reviewId=R1KDVG31XUB655","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Inquiring minds...","5.0 颗星，最多 5 颗星","Very good read","2022年8月27日 在美国审核","已确认购买","Very well researched","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJOckoxqgGBFV2uQdHYiOPSYrP4P6rDHFE4gAqMLSravAAAAAGQvyroAAAAB%26reviewId%3DR1WHE0EV2DLXSW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJOckoxqgGBFV2uQdHYiOPSYrP4P6rDHFE4gAqMLSravAAAAAGQvyroAAAAB&reviewId=R1WHE0EV2DLXSW","","0","当前加载评论时遇到问题。请稍后再试。"
"Ron M","5.0 颗星，最多 5 颗星","Best Book at the Best Price","2022年3月26日 在美国审核","已确认购买","Facts are verifiable and a must read by all!!","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFuz3z%252FAUB0sDGODRyo78AfusBS%252FgpFSvhYuQILtpDATAAAAAGQvyroAAAAB%26reviewId%3DR1KGCLWD113EOW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFuz3z%2FAUB0sDGODRyo78AfusBS%2FgpFSvhYuQILtpDATAAAAAGQvyroAAAAB&reviewId=R1KGCLWD113EOW","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Robert James Vandevoort (Show Low, Arizona)","5.0 颗星，最多 5 颗星","Wake Up America!","2022年2月11日 在美国审核","已确认购买","Red-Handed: How American Elites Get Rich Helping China Win is another excellent book by Peter Schweizer. The book, released last month, was the result of the well-documented research that he and his team did over the past year. It is mind-boggling the number of American government officials, that once they leave office, form a consulting business on China, such as former Senator William Cohen. The moment he was out of office, he established the Cohen Group. There are a whole lot of “Groups” of former American officials.This reader liked how Peter Schweizer did the Table of Contents. The American Elites that got rich and helping China win are categorized by content. There is Capitol Hill. There is Silicon Valley. There is Wall Street and on and on. The Bidens are special. They got one content/chapter just for themselves: The Bidens. Not just Hunter, but his uncle Jim and his father Joseph Robinette Biden Junior. One will shake their head, how open are the unlawful activities of the Biden Group. While Hunter is being investigated by the Federal Bureau of Investigation and the Internal Revenue Service, the investigation has been going on for a very long time. Does one really think that there will be any indictments prior to 2024?When Joe Biden was vice-president, Hunter Biden had Secret Service protection, as he does now. After Hunter got going with his new China activities, he informed the Secret Service that he no longer required their protection on his China trips. He would use their protection when he travelled to other countries, but not China. One wonders why?When reading the chapter on Silicon Valley, one wonders, when we do have a war with China, whose side will the high-tech tycoons be for? They might be American, but in a war, their allegiance might be elsewhere.What is with these San Francisco girls, Dianne Feinstein and Nancy Pelosi? Feinstein was never a critic of China, although in the early years Nancy was. Her attitude eventually changed once her husband and son started doing deals in China. The deals became and bigger and the Pelosi family became richer and richer.By the time this reader finished Red Handed, he was worn out. The list of those getting rich and helping China win simply continued to grow. This reader has had a 30-year involvement with China. It began that November day in 1980 when he and a Northwest Airlines plane full of American businessmen & women landed in Beijing. This was the first official U.S. government sponsored trade exhibition to China. We felt we were pioneers and worked hard to achieve success for our corporations and country. That has certainly changed over the years.Thank you, Peter Schweizer and team. You did a great job with this book!","Wake Up America!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJsOTM32hIZccUdbETAQN2kmvAGY%252FQQtVwoKcxBh%252Bmj7AAAAAGQvyroAAAAB%26reviewId%3DR1IF5034LWIRKN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","Red-Handed: How American Elites Get Rich Helping China Win is another excellent book by Peter Schweizer. The book, released last month, was the result of the well-documented research that he and his team did over the past year. It is mind-boggling the number of American government officials, that once they leave office, form a consulting business on China, such as former Senator William Cohen. The moment he was out of office, he established the Cohen Group. There are a whole lot of “Groups” of former American officials.This reader liked how Peter Schweizer did the Table of Contents. The American Elites that got rich and helping China win are categorized by content. There is Capitol Hill. There is Silicon Valley. There is Wall Street and on and on. The Bidens are special. They got one content/chapter just for themselves: The Bidens. Not just Hunter, but his uncle Jim and his father Joseph Robinette Biden Junior. One will shake their head, how open are the unlawful activities of the Biden Group. While Hunter is being investigated by the Federal Bureau of Investigation and the Internal Revenue Service, the investigation has been going on for a very long time. Does one really think that there will be any indictments prior to 2024?When Joe Biden was vice-president, Hunter Biden had Secret Service protection, as he does now. After Hunter got going with his new China activities, he informed the Secret Service that he no longer required their protection on his China trips. He would use their protection when he travelled to other countries, but not China. One wonders why?When reading the chapter on Silicon Valley, one wonders, when we do have a war with China, whose side will the high-tech tycoons be for? They might be American, but in a war, their allegiance might be elsewhere.What is with these San Francisco girls, Dianne Feinstein and Nancy Pelosi? Feinstein was never a critic of China, although in the early years Nancy was. Her attitude eventually changed once her husband and son started doing deals in China. The deals became and bigger and the Pelosi family became richer and richer.By the time this reader finished Red Handed, he was worn out. The list of those getting rich and helping China win simply continued to grow. This reader has had a 30-year involvement with China. It began that November day in 1980 when he and a Northwest Airlines plane full of American businessmen & women landed in Beijing. This was the first official U.S. government sponsored trade exhibition to China. We felt we were pioneers and worked hard to achieve success for our corporations and country. That has certainly changed over the years.Thank you, Peter Schweizer and team. You did a great job with this book!","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJsOTM32hIZccUdbETAQN2kmvAGY%2FQQtVwoKcxBh%2Bmj7AAAAAGQvyroAAAAB&reviewId=R1IF5034LWIRKN","3 个人发现此评论有用","0","当前加载评论时遇到问题。请稍后再试。"
"Gina Wilson","5.0 颗星，最多 5 颗星","Excellent read!","2022年2月2日 在美国审核","已确认购买","If you think the American people have been sold out to communist China by “elected” officials - this book provides the facts to confirm that belief.","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJH11ml9wbqobw3vt%252FAOBvx%252BSI%252FdpG7O2FLZBPP%252FIkfYAAAAAGQvyroAAAAB%26reviewId%3DR2Q1DHPBWNCA7L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJH11ml9wbqobw3vt%2FAOBvx%2BSI%2FdpG7O2FLZBPP%2FIkfYAAAAAGQvyroAAAAB&reviewId=R2Q1DHPBWNCA7L","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Frank J.","5.0 颗星，最多 5 颗星","Great book","2022年4月9日 在美国审核","已确认购买","Very entertaining","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDqjZwLTHS8VLkaZkxK3IJ9qOHc%252BcVWZ7ibmDBKnLBYoAAAAAGQvyroAAAAB%26reviewId%3DR3A32XY80WNUAH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDqjZwLTHS8VLkaZkxK3IJ9qOHc%2BcVWZ7ibmDBKnLBYoAAAAAGQvyroAAAAB&reviewId=R3A32XY80WNUAH","","0","当前加载评论时遇到问题。请稍后再试。"
